Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,65+,  3-6 Months,1
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,44
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,13
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,6
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,1
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,10
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,3
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
4/30/2019,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,57
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,38
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,36
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,18
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,18
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64, 15-18 Months,13
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,114
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,67
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,25
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,17
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,17
4/30/2019,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,7
4/30/2019,2600,General Surgery,Inpatient,Adult,65+, 15-18 Months,6
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,18+ Months,10
4/30/2019,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,1
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,1
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,1
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,1
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,1
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,10
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,1
4/30/2019,7600,Cardio-Thoracic Surgery,Inpatient,Adult,16-64,  0-3 Months,5
4/30/2019,7600,Cardio-Thoracic Surgery,Inpatient,Adult,16-64,  3-6 Months,1
4/30/2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,82
4/30/2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,22
4/30/2019,7800,Urology,Day Case,Adult,16-64,  6-9 Months,17
4/30/2019,7800,Urology,Day Case,Adult,16-64,  9-12 Months,19
4/30/2019,7800,Urology,Day Case,Adult,16-64, 12-15 Months,5
4/30/2019,7800,Urology,Day Case,Adult,16-64, 15-18 Months,2
4/30/2019,7800,Urology,Day Case,Adult,16-64,18+ Months,2
4/30/2019,7800,Urology,Day Case,Adult,65+,  0-3 Months,57
4/30/2019,7800,Urology,Day Case,Adult,65+,  3-6 Months,19
4/30/2019,7800,Urology,Day Case,Adult,65+,  6-9 Months,19
4/30/2019,7800,Urology,Day Case,Adult,65+,  9-12 Months,12
4/30/2019,7800,Urology,Day Case,Adult,65+, 12-15 Months,4
4/30/2019,7800,Urology,Day Case,Adult,65+, 15-18 Months,2
4/30/2019,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,41
4/30/2019,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,12
4/30/2019,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,7
4/30/2019,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,2
4/30/2019,7800,Urology,Inpatient,Adult,16-64, 12-15 Months,1
4/30/2019,7800,Urology,Inpatient,Adult,16-64, 15-18 Months,1
4/30/2019,7800,Urology,Inpatient,Adult,16-64,18+ Months,2
4/30/2019,7800,Urology,Inpatient,Adult,65+,  0-3 Months,37
4/30/2019,7800,Urology,Inpatient,Adult,65+,  3-6 Months,8
4/30/2019,7800,Urology,Inpatient,Adult,65+,  6-9 Months,4
4/30/2019,7800,Urology,Inpatient,Adult,65+,  9-12 Months,2
4/30/2019,7800,Urology,Inpatient,Adult,65+, 12-15 Months,1
4/30/2019,7800,Urology,Inpatient,Adult,65+,18+ Months,1
4/30/2019,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,130
4/30/2019,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,68
4/30/2019,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,46
4/30/2019,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,42
4/30/2019,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,36
4/30/2019,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,26
4/30/2019,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,17
4/30/2019,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,39
4/30/2019,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,18
4/30/2019,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,9
4/30/2019,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,7
4/30/2019,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,7
4/30/2019,8003,Pain Relief,Day Case,Adult,65+, 15-18 Months,7
4/30/2019,8003,Pain Relief,Day Case,Adult,65+,18+ Months,11
4/30/2019,8003,Pain Relief,Inpatient,Adult,16-64,  6-9 Months,2
4/30/2019,8003,Pain Relief,Inpatient,Adult,16-64,  9-12 Months,1
4/30/2019,8003,Pain Relief,Inpatient,Adult,16-64, 12-15 Months,1
4/30/2019,8003,Pain Relief,Inpatient,Adult,16-64,18+ Months,3
4/30/2019,8003,Pain Relief,Inpatient,Adult,65+, 12-15 Months,1
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,2
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,0-15,  0-3 Months,2
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,25
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,6
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,1
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,8
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,1
4/30/2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,2
4/30/2019,1503,Gynaecology,Day Case,Adult,65+, 12-15 Months,1
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,39
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,22
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,15
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,14
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,10
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,4
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64,18+ Months,8
4/30/2019,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,11
4/30/2019,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,6
4/30/2019,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,2
4/30/2019,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,3
4/30/2019,1503,Gynaecology,Inpatient,Adult,65+, 12-15 Months,3
4/30/2019,1503,Gynaecology,Inpatient,Adult,65+,18+ Months,1
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,1
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,1
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,1
4/30/2019,2000,Plastic Surgery,Day Case,Adult,16-64,  3-6 Months,2
4/30/2019,2000,Plastic Surgery,Day Case,Adult,65+,  0-3 Months,1
4/30/2019,2000,Plastic Surgery,Inpatient,Adult,16-64,  0-3 Months,5
4/30/2019,2000,Plastic Surgery,Inpatient,Adult,16-64,  3-6 Months,2
4/30/2019,2000,Plastic Surgery,Inpatient,Adult,65+,  0-3 Months,1
4/30/2019,2000,Plastic Surgery,Inpatient,Adult,65+,  3-6 Months,2
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,20
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,15
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,7
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,1
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,104
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,48
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,23
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,1
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,22
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,7
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,2
4/30/2019,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,4
4/30/2019,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,1
4/30/2019,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,1
4/30/2019,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,2
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,23
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,19
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,25
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,15
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,1
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,1
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,2
4/30/2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,2
4/30/2019,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,22
4/30/2019,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,2
4/30/2019,7800,Urology,Inpatient,Adult,65+,  0-3 Months,10
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,28
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,13
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,2
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,3
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,2
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,8
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,4
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,2
4/30/2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,6
4/30/2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,1
4/30/2019,600,Otolaryngology (ENT),Day Case,Child,0-15,18+ Months,1
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,64
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,14
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,7
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,3
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,3
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,5
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,3
4/30/2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,1
4/30/2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,8
4/30/2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,2
4/30/2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,1
4/30/2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,1
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,172
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,81
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,37
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  9-12 Months,15
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64, 12-15 Months,13
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64, 15-18 Months,1
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,18+ Months,2
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,508
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,260
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,97
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  9-12 Months,49
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+, 12-15 Months,13
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+, 15-18 Months,5
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,18+ Months,8
4/30/2019,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,14
4/30/2019,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,10
4/30/2019,1700,Ophthalmology,Day Case,Child,0-15,  6-9 Months,14
4/30/2019,1700,Ophthalmology,Day Case,Child,0-15,  9-12 Months,8
4/30/2019,1700,Ophthalmology,Day Case,Child,0-15, 12-15 Months,4
4/30/2019,1700,Ophthalmology,Day Case,Child,0-15, 15-18 Months,1
4/30/2019,1700,Ophthalmology,Inpatient,Adult,16-64,  0-3 Months,23
4/30/2019,1700,Ophthalmology,Inpatient,Adult,16-64,  3-6 Months,7
4/30/2019,1700,Ophthalmology,Inpatient,Adult,16-64,  6-9 Months,4
4/30/2019,1700,Ophthalmology,Inpatient,Adult,16-64,  9-12 Months,2
4/30/2019,1700,Ophthalmology,Inpatient,Adult,16-64, 12-15 Months,4
4/30/2019,1700,Ophthalmology,Inpatient,Adult,65+,  0-3 Months,15
4/30/2019,1700,Ophthalmology,Inpatient,Adult,65+,  3-6 Months,9
4/30/2019,1700,Ophthalmology,Inpatient,Adult,65+,  6-9 Months,2
4/30/2019,1700,Ophthalmology,Inpatient,Adult,65+,  9-12 Months,6
4/30/2019,1700,Ophthalmology,Inpatient,Adult,65+, 12-15 Months,2
4/30/2019,1700,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,1
4/30/2019,0,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,1
4/30/2019,900,Geriatric Medicine,Inpatient,Adult,65+,  9-12 Months,1
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,129
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,47
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,18
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,2
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,1
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,18+ Months,1
4/30/2019,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,33
4/30/2019,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,7
4/30/2019,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,9
4/30/2019,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,1
4/30/2019,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,9
4/30/2019,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,4
4/30/2019,1800,Orthopaedics,Day Case,Child,0-15,  6-9 Months,2
4/30/2019,1800,Orthopaedics,Day Case,Child,0-15,  9-12 Months,2
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,293
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,228
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,78
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,14
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,12
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,18+ Months,2
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,296
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,184
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,82
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,29
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,7
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,4
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,18+ Months,7
4/30/2019,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,13
4/30/2019,1800,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,4
4/30/2019,1800,Orthopaedics,Inpatient,Child,0-15,  6-9 Months,9
4/30/2019,1800,Orthopaedics,Inpatient,Child,0-15,  9-12 Months,2
4/30/2019,1800,Orthopaedics,Inpatient,Child,0-15, 12-15 Months,2
4/30/2019,3000,Rehabilitation Medicine,Inpatient,Adult,65+,  3-6 Months,1
4/30/2019,3000,Rehabilitation Medicine,Inpatient,Adult,65+,  6-9 Months,1
4/30/2019,100,Cardiology,Inpatient,Adult,16-64,  0-3 Months,2
4/30/2019,100,Cardiology,Inpatient,Adult,16-64,  3-6 Months,1
4/30/2019,300,Dermatology,Day Case,Adult,16-64,  0-3 Months,1
4/30/2019,300,Dermatology,Day Case,Adult,16-64,  3-6 Months,2
4/30/2019,300,Dermatology,Day Case,Adult,65+,  0-3 Months,3
4/30/2019,300,Dermatology,Day Case,Adult,65+,  3-6 Months,2
4/30/2019,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,9
4/30/2019,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,2
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,7
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,2
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,1
4/30/2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,2
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,12
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,4
4/30/2019,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,3
4/30/2019,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,2
4/30/2019,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,1
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,3
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,2
4/30/2019,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,3
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,2
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,3
4/30/2019,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,3
4/30/2019,2000,Plastic Surgery,Day Case,Adult,16-64,  0-3 Months,1
4/30/2019,2000,Plastic Surgery,Day Case,Adult,65+,  0-3 Months,1
4/30/2019,2200,Radiology,Day Case,Adult,16-64,  0-3 Months,2
4/30/2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,1
4/30/2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  3-6 Months,8
4/30/2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  6-9 Months,1
4/30/2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  9-12 Months,3
4/30/2019,2400,Respiratory Medicine,Day Case,Adult,65+,  3-6 Months,3
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,16-64,  0-3 Months,23
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,16-64,  3-6 Months,24
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,16-64,  6-9 Months,29
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,16-64,  9-12 Months,25
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,16-64, 12-15 Months,2
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,65+,  0-3 Months,11
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,65+,  3-6 Months,9
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,65+,  6-9 Months,5
4/30/2019,2400,Respiratory Medicine,Inpatient,Adult,65+,  9-12 Months,10
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,152
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,106
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,141
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,31
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,22
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,22
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,19
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,7
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,10
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,2
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,3
4/30/2019,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,7
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,4
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,5
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,4
4/30/2019,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,2
4/30/2019,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,16
4/30/2019,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,1
4/30/2019,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,2
4/30/2019,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,1
4/30/2019,7000,Dental Surgery,Day Case,Adult,16-64,  0-3 Months,4
4/30/2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,162
4/30/2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,48
4/30/2019,7800,Urology,Day Case,Adult,16-64,  6-9 Months,35
4/30/2019,7800,Urology,Day Case,Adult,16-64,  9-12 Months,17
4/30/2019,7800,Urology,Day Case,Adult,65+,  0-3 Months,79
4/30/2019,7800,Urology,Day Case,Adult,65+,  3-6 Months,17
4/30/2019,7800,Urology,Day Case,Adult,65+,  6-9 Months,6
4/30/2019,7800,Urology,Day Case,Adult,65+,  9-12 Months,8
4/30/2019,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,3
4/30/2019,7800,Urology,Inpatient,Adult,16-64, 15-18 Months,1
4/30/2019,7800,Urology,Inpatient,Adult,65+,  0-3 Months,4
4/30/2019,7800,Urology,Inpatient,Adult,65+,  3-6 Months,1
4/30/2019,7800,Urology,Inpatient,Adult,65+,  6-9 Months,3
4/30/2019,7800,Urology,Inpatient,Adult,65+, 12-15 Months,1
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,57
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,22
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,9
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,2
4/30/2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,6
4/30/2019,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,2
4/30/2019,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,1
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,9
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,2
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,1
4/30/2019,1700,Ophthalmology,Day Case,Adult,16-64,  9-12 Months,3
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,52
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,15
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,4
4/30/2019,1700,Ophthalmology,Day Case,Adult,65+,  9-12 Months,2
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,68
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,8
4/30/2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,12
4/30/2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,1
4/30/2019,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,9
4/30/2019,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,7
4/30/2019,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,2
4/30/2019,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,3
4/30/2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,31
4/30/2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,6
4/30/2019,7800,Urology,Day Case,Adult,16-64,  6-9 Months,8
4/30/2019,7800,Urology,Day Case,Adult,65+,  0-3 Months,32
4/30/2019,7800,Urology,Day Case,Adult,65+,  3-6 Months,4
4/30/2019,7800,Urology,Day Case,Adult,65+,  6-9 Months,1
4/30/2019,7800,Urology,Day Case,Adult,65+,  9-12 Months,2
4/30/2019,300,Dermatology,Day Case,Adult,65+,  0-3 Months,1
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,18
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,42
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,24
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,1
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,2
4/30/2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,1
4/30/2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,25
4/30/2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,51
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,49
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,15
4/30/2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,1
4/30/2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,6
4/30/2019,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,1
